1173,Syngnathinae,150,235,,
1174,Nerophinae,150,235,,
236,Dactylopteridae,140,655,,
237,Synbranchidae,140,1180,,
472,Sebastinae,150,732,,
474,Sebastolobinae,150,732,,
732,Sebastidae,140,589,,
477,Setarchidae,140,589,,
478,Neosebastidae,140,589,,
475,Plectrogeniidae,140,589,,
238,Scorpaenidae,140,589,,
240,Caracanthinae,150,238,,
473,Scorpaeninae,150,238,,
476,Pteroinae,150,238,,
479,Apistidae,140,589,,
483,Tetrarogidae,140,589,,
239,Synanceiidae,140,589,,
480,Minoinae,150,239,,
481,Choridactylinae,150,239,,
482,Synanceiinae,150,239,,
935,Eschmeyeridae,140,589,,
1074,Perryenidae,140,589,,
241,Aploactinidae,140,589,,
242,Pataecidae,140,589,,
484,Gnathanacanthidae,140,589,,
243,Congiopodidae,140,589,,
1163,Congiopodinae,150,243,,
1164,Zanclorhynchinae,150,243,,
486,Bembridae,140,589,,
244,Triglidae,140,589,,
485,Peristediidae,140,589,,
246,Hoplichthyidae,140,589,,
245,Platycephalidae,140,589,,
247,Anoplopomatidae,140,592,,
1306,Zaniolepididae,140,592,,
248,Hexagrammidae,140,592,,
487,Hexagramminae,150,248,,
488,Pleurogramminae,150,248,,
489,Ophiodontinae,150,248,,
490,Oxylebiinae,150,248,,
249,Normanichthyidae,140,589,,
735,Rhamphocottidae,140,592,,
250,Ereuniidae,140,592,,
714,Bathylutichthyidae,140,592,,
251,Cottidae,140,592,,
737,Hemitripteridae,140,592,,
254,Psychrolutidae,140,592,,
798,Bathyagoninae,150,892,,
803,Agoninae,150,892,,
805,Anoplagoninae,150,892,,
806,Hypsagoninae,150,892,,
890,Brachyopsinae,150,892,,
891,Bothragoninae,150,892,,
892,Agonidae,140,592,,
942,Latidae,140,1299,,
491,Cyclopteridae,140,592,,
1165,Eumicrotreminae,150,491,,
1166,Cyclopterinae,150,491,,
1167,Liparopsinae,150,491,,
492,Liparidae,140,592,,
256,Centropomidae,140,1299,,
629,Ambassidae,140,561,,
257,Percichthyidae,140,1279,,
928,Perciliidae,140,1279,,
668,Moronidae,140,561,,
671,Dinopercidae,140,561,,
258,Serranidae,140,561,,
259,Grammistinae,150,258,,
630,Serraninae,150,258,,
631,Anthiadinae,150,258,,
632,Epinephelinae,150,258,,
633,Liopropomatinae,150,258,,
1312,Diploprioninae,150,258,,
1319,Caesioscorpididae,140,561,,
1320,Hemilutjanidae,140,561,,
666,Centrogenyidae,140,561,,
260,Pseudochromidae,140,561,,
493,Pseudochrominae,150,260,,
494,Pseudoplesiopinae,150,260,,
495,Anisochrominae,150,260,,
626,Congrogadinae,150,260,,
1084,Assiculinae,150,260,,
1085,Assiculoidinae,150,260,,
634,Grammatidae,140,561,,
698,Callanthiidae,140,561,,
261,Plesiopidae,140,561,,
262,Acanthoclininae,150,261,,
751,Plesiopinae,150,261,,
341,Opistognathidae,140,561,,
264,Terapontidae,140,1280,,
267,Kuhliidae,140,1280,,
269,Percidae,140,593,,
969,Percinae,150,269,,
970,Luciopercinae,150,269,,
984,Etheostomatinae,150,269,,
1310,Niphonidae,140,593,,
270,Priacanthidae,140,561,,
369,Kurtidae,140,1177,,
271,Apogonidae,140,561,,
769,Apogoninae,150,271,,
770,Pseudamiinae,150,271,,
1090,Amioidinae,150,271,,
1091,Paxtoninae,150,271,,
273,Sillaginidae,140,561,,
274,Malacanthidae,140,561,,
278,Carangidae,140,1324,,
275,Lactariidae,140,1299,,
713,Echeneidae,140,1324,,
277,Rachycentridae,140,1324,,
279,Nematistiidae,140,1322,,
280,Coryphaenidae,140,1324,,
281,Menidae,140,1323,,
1325,Latilidae,140,561,,
286,Emmelichthyidae,140,561,,
287,Lutjanidae,140,561,,
288,Caesionidae,140,561,,
290,Gerreidae,140,561,,
291,Haemulidae,140,561,,
1033,Haemulinae,150,291,,
1034,Plectorhinchinae,150,291,,
293,Sparidae,140,561,,
295,Lethrinidae,140,561,,
1326,Lethrininae,150,295,,
1327,Monotaxinae,150,295,,
296,Nemipteridae,140,561,,
297,Sciaenidae,140,561,,
324,Polynemidae,140,1300,,
298,Mullidae,140,561,,
301,Leptobramidae,140,1321,,
303,Toxotidae,140,1321,,
757,Dichistiidae,140,1280,,
312,Oplegnathidae,140,1280,,
304,Kyphosidae,140,1280,,
1291,Girellidae,140,1280,,
1293,Scorpididae,140,1280,,
1292,Microcanthidae,140,1280,,
696,Parascorpididae,140,1280,,
299,Monodactylidae,140,561,,
268,Centrarchidae,140,1281,,
496,Elassomatidae,140,1281,,
309,Enoplosidae,140,1281,,
1168,Sinipercidae,140,1281,,
929,Polycentridae,140,561,,
311,Nandidae,140,1184,,
505,Badidae,140,1184,,
1062,Pristolepididae,140,1184,,
313,Cichlidae,140,1187,,
973,Etroplinae,150,313,,
1014,Ptychochrominae,150,313,,
1015,Cichlinae,150,313,,
1016,Pseudocrenilabrinae,150,313,,
314,Embiotocidae,140,595,,
315,Pomacentridae,140,595,,
1344,Glyphisodontinae,150,315,,
1345,Chrominae,150,315,,
1346,Microspathodontinae,150,315,,
1347,Pomacentrinae,150,315,,
316,Cirrhitidae,140,1282,,
317,Chironemidae,140,1282,,
318,Aplodactylidae,140,1282,,
319,Cheilodactylidae,140,1282,,
320,Latridae,140,1282,,
321,Cepolidae,140,561,,
1142,Cepolinae,150,321,,
1143,Owstoniinae,150,321,,
322,Mugilidae,140,1175,,
323,Sphyraenidae,140,1299,,
325,Labridae,140,595,,
326,Odacidae,140,595,,
327,Scaridae,140,595,,
641,Scarinae,150,327,,
642,Sparisomatinae,150,327,,
329,Zoarcidae,140,596,,
893,Gymnelinae,150,329,,
894,Lycodinae,150,329,,
895,Lycozoarcinae,150,329,,
896,Zoarcinae,150,329,,
332,Anarhichadidae,140,596,,
1224,Neozoarcidae,140,596,,
1225,Eulophiidae,140,596,,
330,Stichaeidae,140,596,,
787,Stichaeinae,150,330,,
790,Chirolophinae,150,330,,
791,Xiphisterinae,150,330,,
1230,Alectriinae,150,330,,
1226,Lumpenidae,140,596,,
1227,Opisthocentridae,140,596,,
675,Pholidae,140,596,,
1231,Pholinae,150,675,,
1232,Apodichthyinae,150,675,,
333,Ptilichthyidae,140,596,,
334,Zaproridae,140,596,,
331,Cryptacanthodidae,140,596,,
1228,Cebidichthyidae,140,596,,
335,Scytalinidae,140,596,,
328,Bathymasteridae,140,596,,
336,Bovichtidae,140,597,,
771,Pseudaphritidae,140,597,,
772,Eleginopidae,140,597,,
337,Nototheniidae,140,597,,
1057,Pleuragrammatinae,150,337,,
1058,Nototheniinae,150,337,,
1059,Trematominae,150,337,,
338,Harpagiferidae,140,597,,
760,Artedidraconidae,140,597,,
339,Bathydraconidae,140,597,,
1060,Bathydraconinae,150,339,,
1061,Gymnodraconinae,150,339,,
340,Channichthyidae,140,597,,
345,Pholidichthyidae,140,1187,,
346,Trichodontidae,140,598,,
361,Ammodytidae,140,598,,
347,Trachinidae,140,598,,
348,Uranoscopidae,140,598,,
349,Trichonotidae,140,598,,
351,Leptoscopidae,140,1274,,
352,Percophidae,140,598,,
506,Percophinae,150,352,,
507,Bembropinae,150,352,,
635,Pinguipedidae,140,598,,
933,Cheimarrichthyidae,140,598,,
353,Tripterygiidae,140,1186,,
1012,Notoclininae,150,353,,
1013,Tripterygiinae,150,353,,
355,Labrisomidae,140,1186,,
356,Clinidae,140,1186,,
357,Chaenopsidae,140,1186,,
354,Dactyloscopidae,140,1186,,
358,Blenniidae,140,1186,,
1009,Blenniinae,150,358,,
1010,Salariinae,150,358,,
362,Callionymidae,140,601,,
363,Draconettidae,140,601,,
364,Rhyacichthyidae,140,964,,
716,Odontobutidae,140,964,,
365,Eleotridae,140,964,,
881,Butinae,150,365,,
882,Eleotrinae,150,365,,
1070,Milyeringinae,150,365,,
1056,Thalasseleotrididae,140,964,,
366,Gobiidae,140,964,,
773,Sicydiinae,150,366,,
774,Gobionellinae,150,366,,
781,Oxudercinae,150,366,,
782,Amblyopinae,150,366,,
783,Gobiinae,150,366,,
367,Kraemeriidae,140,964,,
368,Microdesmidae,140,964,,
963,Ptereleotrinae,150,368,,
966,Microdesminae,150,368,,
659,Xenisthmidae,140,964,,
360,Schindleriidae,140,964,,
276,Pomatomidae,140,604,,
380,Centrolophidae,140,604,,
359,Icosteidae,140,604,,
285,Arripidae,140,604,,
383,Tetragonuridae,140,604,,
342,Chiasmodontidae,140,604,,
375,Scombridae,140,604,,
936,Gasterochismatinae,150,375,,
937,Scombrinae,150,375,,
284,Caristiidae,140,604,,
283,Bramidae,140,604,,
372,Scombrolabracidae,140,604,,
373,Gempylidae,140,604,,
374,Trichiuridae,140,604,,
510,Aphanopodinae,150,374,,
511,Lepidopodinae,150,374,,
512,Trichiurinae,150,374,,
376,Xiphiidae,140,1323,,
