fullcurrname,CAS_SPC
Chauliodus schmidti,38975
Premnas biaculeatus,38976
Premnas biaculeatus,38977
Labeobarbus dainellii,38980
Microspathodon chrysurus,38981
Pristolepis fasciata,38982
Microspathodon dorsalis,38983
Labeobarbus intermedius,38984
Pristolepis fasciata,38985
Microspathodon dorsalis,38986
Pristolepis grootii,38987
Microspathodon dorsalis,38988
Pristolepis marginata,38989
Microspathodon chrysurus,38990
Pristolepis marginata,38991
Labeobarbus trachypterus,38992
Badis badis,38993
Sabanejewia romanica,38994
Dario dario,38995
Netuma proxima,38996
Parma victoriae,38997
Nandus nandus,38998
Cephalocassis NULL,38999
Nandus nandus,39000
Silurus soldatovi,39002
Parma microlepis,39004
Nandus nebulosus,39005
Parma microlepis,39006
Parma mccullochi,39007
Parma oligolepis,39008
Parma unifasciata,39009
Parma victoriae,39011
Oplegnathus conwayi,39012
Parma polylepis,39013
Acanthochromis polyacanthus,39015
Oplegnathus peaolopesi,39016
Acanthochromis polyacanthus,39017
Clarias buthupogon,39018
Pseudolais micronemus,39019
NULL,39020
Oplegnathus robinsoni,39022
Oplegnathus woodwardi,39023
Acanthochromis polyacanthus,39024
Oplegnathus woodwardi,39025
Ophichthus cruentifer,39026
Anatolichthys sureyanus,39027
Anatolichthys transgrediens,39028
Acaronia nassa,39029
Anatolichthys sureyanus,39030
Acaronia nassa,39031
Anatolichthys iconii,39032
Acaronia nassa,39033
Aequidens rondoni,39034
Anatolichthys maeandricus,39035
Aequidens tetramerus,39036
Anatolichthys fontinalis,39037
Anatolichthys meridionalis,39038
Andinoacara rivulatus,39039
Anatolichthys fontinalis,39040
Andinoacara rivulatus,39041
Aequidens viridis,39042
Anatolichthys fontinalis,39043
Anatolichthys anatoliae,39044
Cichlasoma dimerus,39045
Chromis amboinensis,39046
Anatolichthys anatoliae,39047
Anatolichthys anatoliae,39048
Anatolichthys meridionalis,39049
Paraphanius orontis,39050
Chromis axillaris,39051
Paraphanius boulengeri,39052
Paraphanius alexandri,39053
Paraphanius mentoides,39054
Paraphanius similis,39055
Neoglyphidodon nigroris,39056
Chromis cadenati,39057
Empetrichthys latos,39058
Fundulus saguanus,39059
Andinoacara coeruleopunctatus,39060
Laetacara dorsigera,39061
Aequidens pallidus,39063
Chromis nitida,39064
NULL,39065
Laetacara flavilabris,39066
NULL,39067
Laetacara flavilabris,39069
Krobia itanyi,39070
Guianacara geayi,39071
Chromis flavicauda,39072
Aequidens viridis,39074
Krobia guianensis,39075
Crenicara punctulata,39076
Rondonacara hoehnei,39077
Chromis klunzingeri,39078
Andinoacara latifrons,39079
Bujurquina mariae,39080
Chromis nitida,39081
Cleithracara maronii,39082
Aequidens metae,39083
Chromis scotochiloptera,39084
NULL,39085
Cichlasoma portalegrense,39087
Chromis ternatensis,39088
Andinoacara pulcher,39089
Chromis ternatensis,39090
Cichlasoma taenia,39091
Acanthurus triostegus,39092
Chromis verater,39093
Andinoacara sapayensis,39094
Aequidens tetramerus,39095
Chromis xanthochira,39096
Dormitator maculatus,39097
Acarichthys heckelii,39098
Chromis notata,39099
Redigobius dewaali,39100
Acarichthys heckelii,39101
Clinus agilis,39102
Chromis atrilobata,39103
Bujurquina syspilus,39104
Chromis bermudae,39105
Membras argentea,39106
Chirostoma copandaro,39107
NULL,39108
Chirostoma charari,39109
Aequidens viridis,39110
Chromis NULL,39111
Aequidens diadema,39112
Aequidens pallidus,39113
Scorpaena loppei,39114
Scorpaena stephanica,39115
Cichlasoma dimerus,39116
Chromis cyanea,39117
Scorpaena elongata,39118
NULL,39119
Scorpaena dispar,39120
NULL,39121
Scorpaena guttata,39122
Aequidens tetramerus,39123
Triglops nybelini,39124
Chromis multilineata,39125
Eumicrotremus derjugini,39126
Engyprosopon maldivense,39127
Cynoglossus luctuosus,39128
Chelonodontops laticeps,39129
Chilomycterus schoepfii,39130
Chromis multilineata,39131
NULL,39132
Chromis analis,39133
Chromis viridis,39135
Chromis viridis,39136
Chromis ovalis,39138
Dascyllus aruanus,39139
Dascyllus abudafur,39140
Dascyllus aruanus,39141
NULL,39142
Dascyllus aruanus,39143
Dascyllus aruanus,39144
Dascyllus aruanus,39145
Dascyllus melanurus,39146
Dascyllus trimaculatus,39147
Dascyllus carneus,39148
Chromis lepidolepis,39149
Chromis viridis,39151
Chromis viridis,39152
Dascyllus reticulatus,39153
Dascyllus reticulatus,39154
Chromis amboinensis,39155
Dascyllus carneus,39156
Dascyllus trimaculatus,39157
Dascyllus trimaculatus,39158
Dascyllus albisella,39159
Abudefduf sordidus,39160
Abudefduf taurus,39161
Chrysiptera oxycephala,39162
Hemiglyphidodon plagiometopon,39163
Abudefduf bengalensis,39164
Abudefduf bengalensis,39165
Abudefduf bengalensis,39166
Neopomacentrus taeniurus,39167
Amblyglyphidodon curacao,39169
Amblyglyphidodon ternatensis,39170
Amblyglyphidodon ternatensis,39171
Amblyglyphidodon ternatensis,39172
Amblyglyphidodon ternatensis,39173
Chromis dasygenys,39174
Plectroglyphidodon dickii,39175
Neopomacentrus taeniurus,39176
Neopomacentrus filamentosus,39177
Neoglyphidodon nigroris,39178
Abudefduf hoefleri,39179
Plectroglyphidodon lacrymatus,39180
NULL,39181
Similiparma lurida,39183
Pomacentrus chrysurus,39186
Abudefduf saxatilis,39187
Abudefduf saxatilis,39188
Abudefduf saxatilis,39189
Abudefduf troschelii,39190
Abudefduf saxatilis,39191
Neopomacentrus azysron,39192
Abudefduf bengalensis,39193
Abudefduf septemfasciatus,39194
NULL,39195
Abudefduf vaigiensis,39196
Abudefduf vaigiensis,39198
Gadopsis gracilis,39199
Abudefduf vaigiensis,39200
Gadopsis gracilis,39201
Abudefduf vaigiensis,39202
Gadopsis marmorata,39203
NULL,39204
Cirrhitichthys aprinus,39205
Abudefduf sparoides,39206
Abudefduf margariteus,39208
Abudefduf sparoides,39209
Abudefduf sordidus,39211
Amblycirrhitus oxyrhynchos,39212
Abudefduf sordidus,39213
Cirrhitichthys bleekeri,39214
Cirrhitichthys calliurus,39215
Amblycirrhitus pinos,39216
Chrysiptera brownriggii,39217
Chrysiptera brownriggii,39218
Cirrhitus rivulatus,39219
Amblyglyphidodon orbicularis,39221
Paracirrhites arcatus,39222
Chrysiptera brownriggii,39223
Cirrhitops fasciatus,39225
Paracirrhites forsteri,39226
Paracirrhites forsteri,39227
Paracirrhites forsteri,39228
NULL,39229
Cirrhitichthys oxycephalus,39230
Paracirrhites hemistictus,39231
Cirrhitus pinnulatus,39232
Cirrhitus spilotoceps,39234
Cirrhitus pinnulatus,39235
Cristacirrhitus punctatus,39236
Cirrhitus pinnulatus,39237
Cirrhitus rivulatus,39238
Oxycirrhites typus,39241
Plectroglyphidodon leucozonus,39242
Aplodactylus lophodon,39243
Plectroglyphidodon leucozonus,39245
Chrysiptera biocellata,39248
Aplodactylus arctidens,39249
Chrysiptera brownriggii,39250
Chrysiptera biocellata,39251
Aplodactylus etheridgii,39252
Chrysiptera biocellata,39253
Chrysiptera biocellata,39254
Aplodactylus punctatus,39255
NULL,39256
Chrysiptera biocellata,39257
Chrysiptera biocellata,39258
Aplodactylus punctatus,39259
Chrysiptera unimaculata,39260
NULL,39261
Chrysiptera bleekeri,39262
Aplodactylus arctidens,39263
Goniistius gibbosus,39265
Goniistius quadricornis,39266
Neoglyphidodon bonang,39267
Goniistius vittatus,39268
NULL,39269
Chrysiptera brownriggii,39271
Chrysiptera chengi,39273
Gymnapogon philippinus,39274
Chrysiptera cyanea,39276
Chrysiptera glauca,39279
Chrysiptera glauca,39280
Chrysiptera glauca,39281
Chrysiptera glauca,39282
Cheilodactylus fasciatus,39283
Chrysiptera glauca,39284
Morwong fuscus,39285
NULL,39286
Chrysiptera leucopoma,39287
Pseudogoniistius nigripes,39288
Chrysiptera unimaculata,39289
Chrysiptera glauca,39290
Chirodactylus spectabilis,39291
Plectroglyphidodon imparipennis,39292
Chirodactylus spectabilis,39293
Chirodactylus spectabilis,39294
Xenodermichthys copei,39295
Anchoviella cayennensis,39296
Alburnoides strymonicus,39297
Pimephales tenellus,39298
Pimephales tenellus,39299
Alburnus chalcoides,39300
Stegastes limbatus,39301
Chrysiptera brownriggii,39302
Alburnus schischkovi,39304
Abudefduf notatus,39305
NULL,39306
Desmopuntius rhomboocellatus,39307
Lithodoras dorsalis,39308
Hypophthalmus oremaculatus,39310
Plectroglyphidodon imparipennis,39311
NULL,39312
Chrysiptera cyanea,39313
Poecilia pallida,39314
Poeciliopsis balsas,39315
Poeciliopsis infans,39316
Hippichthys penicillus,39317
Chrysiptera cyanea,39318
Chironemus bicornis,39319
Chrysiptera taupou,39320
NULL,39321
Neoglyphidodon thoracotaeniatus,39322
NULL,39323
Carangoides fulvoguttatus,39324
NULL,39325
NULL,39327
Pareques lanfeari,39329
Gobionotothen angustifrons,39331
Chrysiptera unimaculata,39332
Nemadactylus monodactylus,39333
Chrysiptera unimaculata,39334
Harpagifer antarcticus,39335
Chrysiptera cyanea,39336
Harpagifer kerguelensis,39337
Chrysiptera cyanea,39338
Dactylophora nigricans,39339
Neoglyphidodon melas,39340
Hazeus otakii,39341
Dactylophora nigricans,39342
Chrysiptera biocellata,39344
Dactylophora nigricans,39346
Chrysiptera biocellata,39347
Channa ara,39348
Helicolenus mouchezi,39350
Sebastes NULL,39352
Chirodactylus brachydactylus,39353
Cynoglossus cadenati,39354
Pervagor nigrolineatus,39355
NULL,39356
Melanocetus johnsonii,39357
Chirodactylus brachydactylus,39358
Melanocetus NULL,39359
Himantolophus azurlucens,39360
Plectroglyphidodon lacrymatus,39361
Chaenophryne NULL,39362
Cirrhitichthys guichenoti,39364
Chaenophryne NULL,39365
NULL,39366
Ctenochirichthys longimanus,39367
Cirrhitichthys aureus,39368
NULL,39369
Linophryne quinqueramosa,39370
Plectroglyphidodon imparipennis,39371
Latridopsis ciliaris,39372
Neoglyphidodon nigroris,39373
Latridopsis forsteri,39374
Latridopsis forsteri,39375
Neoglyphidodon nigroris,39376
Latridopsis forsteri,39377
Latridopsis NULL,39378
Latris lineata,39379
Latris lineata,39380
Neoglyphidodon melas,39381
Neoglyphidodon melas,39382
Mendosoma lineatum,39383
Neoglyphidodon melas,39384
Mendosoma caerulescens,39385
Neoglyphidodon melas,39387
Mendosoma fernandezianum,39388
Mendosoma lineatum,39390
Neoglyphidodon oxyodon,39392
Trichodon trichodon,39394
Trichodon trichodon,39395
Trichodon trichodon,39396
Pristotis obtusirostris,39398
Pristotis obtusirostris,39399
Pristotis obtusirostris,39400
Opistognathus aurifrons,39401
Mystacoleucus greenwayi,39402
Pristotis obtusirostris,39403
Opistognathus cuvierii,39404
Schizothorax NULL,39405
Schizopygopsis chengi,39406
Opistognathus darwiniensis,39407
Schizothorax chongi,39408
Schizothorax longibarbus,39409
Schizothorax kozlovi,39410
Schizothorax wangchiachii,39411
Stegastes adustus,39412
Opistognathus inornatus,39413
Onychostoma angustistomatum,39414
Stegastes adustus,39415
Opistognathus macrognathus,39416
Onychostoma fangi,39417
Stegastes altus,39418
Ictalurus ochoterenai,39419
Stalix moenensis,39420
Microglanis iheringi,39421
Opistognathus lonchurus,39422
Gymnothorax equatorialis,39423
Stegastes leucostictus,39424
Moringua raitaborua,39425
Paraconger similis,39427
Gnathophis cinctus,39428
Opistognathus rosenbergii,39430
Heteroconger digueti,39431
Stegastes albifasciatus,39432
Opistognathus scops,39433
Stegastes albifasciatus,39434
Opistognathus rhomaleus,39435
Opistognathus whitehursti,39436
Herpetoichthys fossatus,39437
Chrysiptera annulata,39438
Allodontichthys tamazulae,39439
Stegastes arcifrons,39440
Opistognathus jacksoniensis,39441
Stegastes fasciolatus,39442
Stegastes aureus,39443
Amblypomacentrus breviceps,39445
Opistognathus macrognathus,39446
Jaydia tchefouensis,39447
Caulolatilus princeps,39448
Decapterus macrosoma,39449
Hemicaranx zelotes,39450
Sciaena callaensis,39451
NULL,39452
Anampses caeruleopunctatus,39453
Halichoeres lapillus,39454
Halichoeres nigrescens,39455
Xenojulis margaritacea,39456
Opistognathus macrognathus,39457
Coris gaimard,39458
Scarus perrico,39459
Opistognathus macrolepis,39460
Kathetostoma averruncus,39461
Opistognathus nigromarginatus,39462
Zebrasoma scopas,39463
Odontobutis potamophilus,39464
Valenciennea strigata,39466
Acanthogobius elongatus,39467
Opistognathus nigromarginatus,39468
Opistognathus nigromarginatus,39469
Oxyurichthys notonema,39470
Stegastes beebei,39471
Rhinogobius mekongianus,39472
Taenioides esquivel,39474
Dischistodus perspicillatus,39475
Tridentiger NULL,39476
Opistognathus scops,39477
Paratrypauchen microcephalus,39478
Synchiropus ocellatus,39479
Opistognathus punctatus,39480
Amblypomacentrus breviceps,39481
Hypsoblennius robustus,39483
Opistognathus solorensis,39484
Amblypomacentrus breviceps,39485
Meiacanthus atrodorsalis,39486
Stegastes variabilis,39487
Stalix versluysi,39488
Istiblennius edentulus,39490
Stalix omanensis,39491
Blennioclinus stella,39492
Emblemaria tortugae,39493
Helcogramma fuscipectoris,39494
Stegastes leucorus,39495
Helcogramma fuscipectoris,39496
Enneapterygius philippinus,39497
Enneapterygius rubicauda,39498
Helcogramma fuscipectoris,39499
Helcogramma inclinata,39500
Enneapterygius vexillarius,39501
Dischistodus chrysopoecilus,39502
Dischistodus chrysopoecilus,39503
Dischistodus darwiniensis,39505
Dischistodus fasciatus,39506
Opistognathus papuensis,39507
Stegastes flavilatus,39508
Stegastes variabilis,39509
Clinus helenae,39510
Clinus woodi,39511
Owstonia weberi,39512
Stegastes leucostictus,39513
Dactyloscopus lacteus,39514
Stegastes flavilatus,39515
Dactyloscopus elongatus,39516
Stegastes imbricatus,39517
Myxodagnus macrognathus,39519
Myxodagnus sagitta,39520
Stegastes leucorus,39521
Microdesmus dipus,39522
Parapercis alboguttata,39523
Stegastes xanthurus,39524
Sebastapistes strongia,39525
Parapercis allporti,39526
Pontinus vaughani,39527
Stegastes leucostictus,39528
Ptarmus jubatus,39529
Parapercis allporti,39530
Scorpaena tierrae,39531
Parapercis binivirgata,39532
Stegastes sanctaehelenae,39533
Scorpaena afuerae,39534
Sebastapistes ballieui,39535
Sebastapistes tinkhami,39536
Parapercis clathrata,39537
Leocottus kesslerii,39538
Cyphocottus megalops,39540
Pomacentrus emarginatus,39543
Psettina hainanensis,39544
Parapercis cylindrica,39545
Pomacentrus chrysurus,39546
Cyclopsetta chittendeni,39547
Parapercis tetracantha,39548
Engyprosopon filipennis,39549
Pomacentrus moluccensis,39550
Etropus peruvianus,39551
Parapercis xanthozona,39552
Typhlachirus elongatus,39553
Pomacentrus simsiang,39554
Parapercis filamentosa,39555
Parapercis filamentosa,39556
Pomacentrus burroughi,39557
Parapercis haackei,39558
Parapercis hexophtalma,39559
Pao fangi,39560
Stegastes punctatus,39561
Daector dowi,39562
Stegastes punctatus,39563
Stegastes punctatus,39564
Stegastes punctatus,39565
Stegastes punctatus,39566
Pomacentrus tripunctatus,39567
Stegastes lividus,39568
Stegastes limbatus,39569
Pomacentrus melanochir,39570
Stegastes NULL,39572
Dascyllus carneus,39573
NULL,39574
Pomacentrus alexanderae,39575
NULL,39576
Stegastes leucostictus,39577
Stegastes nigricans,39578
Stegastes nigricans,39579
Stegastes nigricans,39580
Stegastes fasciolatus,39581
Pomacentrus fasciolatus,39582
Dischistodus melanotus,39583
Pomacentrus tripunctatus,39584
Dischistodus melanotus,39585
NULL,39586
Chromis opercularis,39587
Stegastes fasciolatus,39589
Pomacentrus pavo,39591
Pomacentrus caeruleus,39592
Pomacentrus pavo,39593
Pomacentrus pavo,39594
Pomacentrus nagasakiensis,39595
Dischistodus perspicillatus,39598
Stegastes pictus,39599
Stegastes limbatus,39600
Dischistodus prosopotaenia,39601
Stegastes rectifraenum,39602
Stegastes rectifraenum,39603
Stegastes redemptus,39604
Pomacentrus reidi,39605
Abudefduf concolor,39606
Neopomacentrus sindensis,39607
Pomacentrus smithi,39608
Pomacentrus pavo,39609
Neopomacentrus cyanomos,39610
Pomacentrus tripunctatus,39611
Pomacentrus chrysurus,39612
Parapercis hexophtalma,39614
Parapercis NULL,39617
Parapercis millepunctata,39618
Parapercis millepunctata,39619
NULL,39620
Parapercis robinsoni,39622
Parapercis punctata,39623
Parapercis clathrata,39624
Parapercis ramsayi,39626
Parapercis schauinslandii,39627
Parapercis schauinslandii,39628
Parapercis NULL,39629
Parapercis striolata,39631
Parapercis tetracantha,39632
Parapercis tetracantha,39633
Parapercis punctulata,39634
Parapercis xanthozona,39635
Trachinus cornutus,39636
Pomacentrus trilineatus,39637
Trachinus NULL,39638
NULL,39639
NULL,39640
Trachinus radiatus,39641
Pomacentrus tripunctatus,39642
Pomacentrus tripunctatus,39644
Pomacentrus NULL,39645
Trachinus radiatus,39647
Echiichthys vipera,39648
Pomacentrus simsiang,39649
Echiichthys vipera,39650
Pomacentrus bankanensis,39651
Pomacentrus tripunctatus,39653
Pomacentrus amboinensis,39655
Pomacentrus bankanensis,39656
Pomacentrus simsiang,39657
Pomacentrus tripunctatus,39658
Pomacentrus wardi,39659
Pomacentrus tripunctatus,39661
Pomacentrus grammorhynchus,39662
Stegastes fasciolatus,39663
Neopomacentrus violascens,39666
Neopomacentrus taeniurus,39667
Centrolabrus exoletus,39668
Symphodus trutta,39669
Kraemeria bryani,39671
Ctenolabrus rupestris,39672
Kraemeria merensis,39674
Trichonotus setiger,39676
Trichonotus blochii,39677
Labrus mixtus,39678
Labrus mixtus,39679
Labrus mixtus,39680
Labrus mixtus,39681
Labrus mixtus,39683
Lesueurina platycephala,39684
Labrus mixtus,39685
Sparisoma cretense,39686
Coris julis,39687
Symphodus tinca,39690
Serranus cabrilla,39692
Acantholabrus palloni,39693
Labrus mixtus,39694
Heteristius cinctus,39696
Labrus merula,39700
Dactyloscopus lunaticus,39701
Labrus merula,39702
Dactyloscopus pectoralis,39703
Labrus viridis,39704
Labrus merula,39705
Labrus merula,39706
Gillellus arenicola,39707
Gillellus ornatus,39708
Labrus merula,39709
Platygillellus rubrocinctus,39710
Labrus viridis,39711
Labrus viridis,39712
Genyagnus monopterygius,39715
Labrus mixtus,39716
Labrus viridis,39718
Labrus viridis,39719
Symphodus cinereus,39720
Halichoeres bicolor,39721
Symphodus cinereus,39722
Symphodus cinereus,39725
Symphodus tinca,39726
Symphodus cinereus,39727
Ichthyscopus malacopterus,39731
Kathetostoma nigrofasciatum,39732
Symphodus NULL,39733
Symphodus melops,39734
Astroscopus sexspinosus,39736
Astroscopus zephyreus,39737
Symphodus mediterraneus,39738
Ichthyscopus lebeck,39739
Symphodus mediterraneus,39741
Uranoscopus affinis,39742
Uranoscopus albesca,39743
Uranoscopus archionema,39745
Uranoscopus archionema,39747
Uranoscopus NULL,39749
Uranoscopus chinensis,39750
Uranoscopus crassiceps,39752
Uranoscopus guttatus,39756
Uranoscopus japonicus,39757
Uranoscopus marmoratus,39758
Uranoscopus scaber,39759
NULL,39760
Uranoscopus oligolepis,39762
Symphodus melops,39766
Uranoscopus scaber,39770
Uranoscopus sulphureus,39771
Uranoscopus affinis,39775
Uranoscopus NULL,39776
Symphodus melops,39778
NULL,39779
NULL,39780
Symphodus melops,39781
Symphodus melops,39782
Symphodus ocellatus,39783
Symphodus ocellatus,39785
Thalassoma lunare,39786
Symphodus tinca,39788
Symphodus ocellatus,39789
Symphodus bailloni,39798
Lappanella fasciata,39799
NULL,39800
Symphodus ocellatus,39807
Symphodus ocellatus,39808
Symphodus rostratus,39809
Symphodus rostratus,39810
Symphodus rostratus,39811
Symphodus rostratus,39812
Symphodus NULL,39814
NULL,39815
Symphodus mediterraneus,39816
Symphodus tinca,39819
NULL,39820
Symphodus tinca,39822
Symphodus tinca,39823
Symphodus tinca,39824
Symphodus tinca,39825
NULL,39826
Symphodus tinca,39827
Symphodus tinca,39828
Symphodus tinca,39829
Symphodus ocellatus,39830
Tautoga onitis,39831
Tautoga onitis,39832
Tautoga onitis,39834
Tautoga onitis,39835
Tautoga onitis,39836
Tautoga onitis,39837
Tautoga onitis,39838
Tautogolabrus adspersus,39839
Tautogolabrus adspersus,39840
Tautogolabrus adspersus,39841
NULL,39842
NULL,39843
Tautogolabrus adspersus,39844
Bodianus diplotaenia,39845
Bodianus eclancheri,39846
Bodianus speciosus,39847
Bodianus speciosus,39848
Bodianus rufus,39852
Bodianus rufus,39853
Bodianus rufus,39854
Bodianus rufus,39855
Bodianus axillaris,39856
Bodianus anthioides,39857
Bodianus axillaris,39859
Bodianus albotaeniatus,39860
Bodianus albotaeniatus,39861
Bodianus diana,39862
Bodianus macrourus,39863
Bodianus macrourus,39864
Bodianus macrourus,39865
Bodianus macrourus,39866
Bodianus macrourus,39867
Bodianus macrourus,39868
Bodianus loxozonus,39869
Bodianus perditio,39871
Choerodon robustus,39873
Bodianus mesothorax,39874
Bodianus mesothorax,39875
Bodianus albotaeniatus,39876
Bodianus albotaeniatus,39877
Bodianus opercularis,39878
Bodianus atrolumbus,39879
Bodianus trilineatus,39880
Bodianus vulpinus,39881
Bodianus frenchii,39882
Bodianus frenchii,39883
Bodianus perditio,39884
Bodianus oxycephalus,39886
Bodianus unimaculatus,39887
Thalassoma genivittatum,39888
Bodianus perditio,39889
Achoerodus viridis,39890
Achoerodus viridis,39891
Choerodon cyanodus,39892
Choerodon venustus,39893
Choerodon anchorago,39894
Choerodon anchorago,39895
Choerodon anchorago,39896
NULL,39897
Choerodon graphicus,39899
Choerodon anchorago,39900
Choerodon schoenleinii,39901
Choerodon azurio,39902
Choerodon cephalotes,39903
Choerodon cephalotes,39904
Choerodon cephalotes,39905
Choerodon cyanodus,39906
Choerodon cyanodus,39907
Choerodon cyanodus,39908
Choerodon frenatus,39909
Choerodon schoenleinii,39910
Choerodon cephalotes,39911
Choerodon margaritiferus,39912
Choerodon monostigma,39913
Choerodon schoenleinii,39914
Choerodon schoenleinii,39915
Choerodon oligacanthus,39918
Choerodon cyanodus,39919
Choerodon cyanodus,39920
Choerodon cyanodus,39921
Choerodon cyanodus,39922
Choerodon robustus,39923
Choerodon rubescens,39924
Choerodon schoenleinii,39926
Choerodon schoenleinii,39927
Choerodon schoenleinii,39928
Choerodon vitta,39930
Choerodon zamboangae,39931
Choerodon zosterophorus,39932
Choerodon zosterophorus,39933
Champsodon capensis,39934
Champsodon nudivittis,39935
Champsodon nudivittis,39936
Champsodon fimbriatus,39937
Champsodon omanensis,39939
Chiasmodon braueri,39940
Pseudoscopelus cephalus,39942
Pseudoscopelus altipinnis,39943
Bovichtus angustifrons,39944
Bovichtus chilensis,39945
Bovichtus chilensis,39946
Bovichtus chilensis,39947
Bovichtus variegatus,39948
Bovichtus veneris,39950
Lachnolaimus maximus,39952
Cottoperca trigloides,39953
Lachnolaimus maximus,39955
Pseudaphritis urvillii,39956
Semicossyphus darwini,39957
Pseudaphritis urvillii,39958
Semicossyphus darwini,39959
Eleginops maclovinus,39960
Choerodon fasciatus,39962
Eleginops maclovinus,39963
Choerodon typus,39964
Choerodon robustus,39965
Clepticus parrae,39966
Gobionotothen angustifrons,39967
Haletta semifasciata,39968
Haletta semifasciata,39969
Patagonotothen brevicauda,39970
Haletta semifasciata,39971
NULL,39972
Sheardichthys attenuatus,39973
Siphonognathus radiatus,39974
Olisthops cyanomelas,39975
Neoodax balteatus,39976
Patagonotothen cornucola,39977
Siphonognathus radiatus,39978
Gobionotothen marionensis,39979
Neoodax balteatus,39980
Patagonotothen cornucola,39981
Neoodax balteatus,39983
Patagonotothen cornucola,39984
Neoodax balteatus,39985
Siphonognathus radiatus,39986
Olisthops cyanomelas,39989
Olisthops cyanomelas,39990
Pseudodax moluccanus,39991
Patagonotothen cornucola,39993
Sheardichthys beddomei,39994
Anampses meleagrides,39995
Patagonotothen cornucola,39996
Anampses caeruleopunctatus,39999
Pagothenia borchgrevinki,40000
Anampses caeruleopunctatus,40001
Patagonotothen guntheri,40003
Anampses caeruleopunctatus,40005
Anampses geographicus,40006
Pseudotrematomus lepidorhinus,40007
Anampses cuvier,40008
Anampses cuvier,40009
Notothenia NULL,40010
Anampses caeruleopunctatus,40011
Anampses caeruleopunctatus,40012
Anampses meleagrides,40015
Paranotothenia magellanica,40016
Paranotothenia magellanica,40017
Lepidonotothen squamifrons,40019
Anampses neoguinaicus,40021
Notothenia angustata,40022
Larabicus quadrilineatus,40023
Notothenia angustata,40024
Pseudolabrus guentheri,40025
Labrichthys unilineatus,40026
Labrichthys unilineatus,40028
Pseudolabrus semifasciatus,40029
Patagonotothen sima,40030
NULL,40032
Patagonotothen tessellata,40033
Labroides dimidiatus,40034
NULL,40035
Labroides dimidiatus,40036
NULL,40037
Patagonotothen longipes,40038
Larabicus quadrilineatus,40039
Paranotothenia trigramma,40040
NULL,40042
Pteragogus guttatus,40044
Pteragogus aurigarius,40045
Pteragogus aurigarius,40046
Pteragogus flagellifer,40047
Pteragogus enneacanthus,40048
Pagothenia phocae,40049
Pteragogus aurigarius,40050
Pteragogus flagellifer,40051
NULL,40052
Pteragogus aurigarius,40053
Pseudotrematomus loennbergii,40054
Pteragogus flagellifer,40055
Pteragogus taeniops,40058
Pseudotrematomus vicarius,40059
Epibulus insidiator,40060
Harpagifer bispinis,40061
Epibulus insidiator,40062
Wetmorella albofasciata,40063
Wetmorella nigropinnata,40064
Pictilabrus laticlavius,40066
Hemigymnus fasciatus,40067
Hemigymnus fasciatus,40069
Hemigymnus fasciatus,40072
Hemigymnus sexfasciatus,40073
Hemigymnus fasciatus,40074
Cheilinus chlorourus,40075
Hemigymnus fasciatus,40076
NULL,40078
Hemigymnus melapterus,40079
Hemigymnus melapterus,40080
Hemigymnus melapterus,40081
NULL,40082
Hemigymnus melapterus,40083
Hologymnosus doliatus,40086
Hologymnosus doliatus,40087
Hologymnosus annulatus,40088
Hologymnosus annulatus,40089
Hologymnosus longipes,40090
Coris julis,40091
Halichoeres chloropterus,40092
Thalassoma amblycephalum,40095
Thalassoma bifasciatum,40096
Thalassoma bifasciatum,40097
Thalassoma bifasciatum,40098
Thalassoma bifasciatum,40099
Thalassoma bifasciatum,40100
Thalassoma lucasanum,40101
Thalassoma lunare,40102
NULL,40103
Thalassoma hardwicke,40104
Hypleurochilus aequipinnis,40109
Thalassoma duperrey,40110
Thalassoma duperrey,40111
NULL,40112
Thalassoma lunare,40113
Parablennius pilicornis,40114
Lipophrys pholis,40115
Thalassoma lunare,40116
NULL,40117
Thalassoma lunare,40118
Parablennius cornutus,40119
Parablennius cornutus,40120
NULL,40121
Parablennius cornutus,40122
Thalassoma lutescens,40123
Thalassoma lutescens,40124
Scartella nuchifilis,40125
Thalassoma lutescens,40126
Scartella emarginata,40128
Thalassoma amblycephalum,40129
Thalassoma amblycephalum,40130
Scartella emarginata,40131
Thalassoma lucasanum,40134
Parablennius cyclops,40135
Thalassoma ballieui,40136
Thalassoma ballieui,40137
Scartella emarginata,40138
Thalassoma ballieui,40140
Thalassoma trilobatum,40141
Thalassoma trilobatum,40142
Omobranchus fasciolatoceps,40143
Thalassoma trilobatum,40145
Thalassoma purpureum,40146
Thalassoma purpureum,40147
Thalassoma trilobatum,40149
Thalassoma grammaticum,40150
Thalassoma lunare,40151
Thalassoma hardwicke,40153
Thalassoma hardwicke,40154
Thalassoma hardwicke,40155
Thalassoma amblycephalum,40156
Salaria fluviatilis,40157
Hypleurochilus fissicornis,40158
Megalonema psammium,40159
Thalassoma hebraicum,40160
Hypleurochilus fissicornis,40161
Thalassoma hebraicum,40162
Parablennius marmoreus,40163
Parablennius marmoreus,40165
Parablennius marmoreus,40166
Thalassoma lucasanum,40167
Spaniblennius riodourensis,40169
Thalassoma lunare,40170
Thalassoma lunare,40171
Parablennius goreensis,40173
Thalassoma rueppellii,40174
Parablennius pilicornis,40175
Thalassoma lunare,40176
Salaria fluviatilis,40177
Thalassoma lunare,40178
